Date,All sky,Clear sky
2004-01-01,8.08,7.48
2004-01-01,7.61,7.52
2004-01-01,8.13,7.29
2004-01-01,7.58,7.71
2004-01-01,7.68,7.62
2004-01-01,8.41,7.21
2004-01-01,7.92,5.45
2004-01-01,8.08,7.13
2004-01-01,7.76,6.62
2004-01-01,8.37,7.01
2004-01-01,8.46,6.94
2004-01-01,7.92,7.04
2004-01-01,8.05,7.37
2004-01-01,8.88,6.75
2004-01-01,8.7,6.78
2004-01-01,9.07,6.72
2004-01-01,8.39,6.65
2004-01-01,7.52,6.8
2004-01-01,7.56,6.79
2004-01-01,7.61,6.91
2004-01-01,7.53,6.94
2004-01-01,7.44,6.88
2004-01-01,8.01,6.75
2004-01-01,8.52,6.12
2004-01-01,8.28,5.09
2004-01-01,8.8,6.15
2004-01-01,8.76,5.73
2004-01-01,8.31,6.04
2004-01-01,8.96,6.21
2004-01-01,8.45,5.85
2004-01-01,8.13,6.08
2004-01-01,8.38,6.0
2004-01-01,8.46,5.44
2004-01-01,8.73,5.77
2004-01-01,8.64,5.3
2004-01-01,8.77,5.44
2004-01-01,8.51,5.41
2004-01-01,8.57,4.68
2004-01-01,8.29,5.47
2004-01-01,8.36,5.16
2004-01-01,8.01,4.71
2004-01-01,8.67,5.05
2004-01-01,9.07,4.99
2004-01-01,8.83,5.04
2004-01-01,7.99,4.18
2004-01-01,8.23,4.64
2004-01-01,7.96,4.11
2004-01-01,8.53,4.76
2004-01-01,8.59,4.69
2004-01-01,8.35,3.92
2004-01-01,8.05,4.61
2004-01-01,8.24,4.54
2004-01-01,7.69,4.58
2004-01-01,7.26,4.33
2004-01-01,8.15,4.3
2004-01-01,7.58,3.79
2004-01-01,7.99,4.17
2004-01-01,7.89,4.02
2004-01-01,6.86,4.24
2004-01-01,6.79,4.05
2004-01-01,7.09,4.14
2004-01-01,7.76,3.59
2004-01-01,8.49,3.69
2004-01-01,8.17,3.61
2004-01-01,8.35,3.59
2004-01-01,7.59,3.38
2004-01-01,7.47,3.37
2004-01-01,8.38,3.41
2004-01-01,7.63,3.42
2004-01-01,7.82,3.05
2004-01-01,7.64,3.01
2004-01-01,8.28,3.12
2004-01-01,8.45,3.08
2004-01-01,7.65,3.06
2004-01-01,7.85,2.94
2004-01-01,7.92,2.86
2004-01-01,8.02,2.79
2004-01-01,7.94,2.73
2004-01-01,7.65,2.17
2004-01-01,7.88,2.57
2004-01-01,7.97,2.55
2004-01-01,8.12,2.34
2004-01-01,8.15,2.46
2004-01-01,7.74,2.18
2004-01-01,6.59,2.23
2004-01-01,8.04,1.79
2004-01-01,7.32,2.19
2004-01-01,7.42,1.53
2004-01-01,6.99,2.15
2004-01-01,7.7,2.07
2004-01-01,7.09,2.04
2004-01-01,6.82,2.02
2004-01-01,6.96,1.98
2004-01-01,6.86,1.87
2004-01-01,7.72,1.78
2004-01-01,7.93,1.79
2004-01-01,8.15,1.65
2004-01-01,7.7,1.63
2004-01-01,6.25,1.71
2004-01-01,7.59,1.55
2004-01-01,6.79,1.56
2004-01-01,6.42,1.56
2004-01-01,6.24,1.58
2004-01-01,6.84,1.41
2004-01-01,6.69,1.33
2004-01-01,6.42,1.32
2004-01-01,6.28,1.31
2004-01-01,5.75,1.33
2004-01-01,6.27,1.27
2004-01-01,5.97,1.25
2004-01-01,6.4,1.16
2004-01-01,5.71,1.16
2004-01-01,6.04,1.12
2004-01-01,6.03,0.98
2004-01-01,5.7,0.98
2004-01-01,5.79,0.94
2004-01-01,6.62,0.88
2004-01-01,6.02,0.86
2004-01-01,6.15,0.83
2004-01-01,6.14,0.72
2004-01-01,6.0,0.77
2004-01-01,6.86,0.69
2004-01-01,6.68,0.64
2004-01-01,6.76,0.64
2004-01-01,6.28,0.62
2004-01-01,6.79,0.58
2004-01-01,6.56,0.57
2004-01-01,6.64,0.55
2004-01-01,6.46,0.54
2004-01-01,7.43,0.49
2004-01-01,6.23,0.5
2004-01-01,7.15,0.49
2004-01-01,6.99,0.46
2004-01-01,6.98,0.45
2004-01-01,6.82,0.44
2004-01-01,6.68,0.44
2004-01-01,6.95,0.41
2004-01-01,7.29,0.4
2004-01-01,7.17,0.4
2004-01-01,7.71,0.37
2004-01-01,6.69,0.38
2004-01-01,7.07,0.37
2004-01-01,7.15,0.36
2004-01-01,7.17,0.34
2004-01-01,6.96,0.36
2004-01-01,6.8,0.34
2004-01-01,7.02,0.34
2004-01-01,6.94,0.33
2004-01-01,6.49,0.33
2004-01-01,6.4,0.33
2004-01-01,6.84,0.33
2004-01-01,5.86,0.33
2004-01-01,5.87,0.34
2004-01-01,5.89,0.33
2004-01-01,6.34,0.31
2004-01-01,6.36,0.32
2004-01-01,6.11,0.33
2004-01-01,6.39,0.32
2004-01-01,6.16,0.35
2004-01-01,6.38,0.33
2004-01-01,6.46,0.33
2004-01-01,5.94,0.35
2004-01-01,5.75,0.35
2004-01-01,6.12,0.34
2004-01-01,6.47,0.34
